genome_1,genome_2,species,comparison,snp_distance,diff_sites,valid_sites
GCF_026572015.1_ASM2657201v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02086888618262998,15714,752987
GCF_026572015.1_ASM2657201v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01901793827617541,14127,742825
GCF_026572015.1_ASM2657201v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02083691890560832,15739,755342
GCF_026572015.1_ASM2657201v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020832036738115133,15732,755183
GCF_026572015.1_ASM2657201v1,GCF_014525805.2_ASM1452580v2,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020813253969094548,15721,755336
GCF_026572015.1_ASM2657201v1,GCF_014526045.1_ASM1452604v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02080456681092402,15715,755363
GCF_026572015.1_ASM2657201v1,GCF_014526005.1_ASM1452600v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02083352643252011,15734,755225
GCF_026572015.1_ASM2657201v1,GCF_026572535.1_ASM2657253v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01902972081413925,14318,752402
GCF_026572015.1_ASM2657201v1,GCF_026572835.1_ASM2657283v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019000601024527903,14321,753713
GCF_026572015.1_ASM2657201v1,GCF_014525525.1_ASM1452552v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020814440100563852,15722,755341
GCF_026572015.1_ASM2657201v1,GCF_014525715.1_ASM1452571v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020818384255079155,15725,755342
GCF_026572015.1_ASM2657201v1,GCF_014525535.1_ASM1452553v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02081457192198078,15717,755096
GCF_026572015.1_ASM2657201v1,GCF_014525665.1_ASM1452566v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02082130930251997,15693,753699
GCF_026572015.1_ASM2657201v1,GCF_014526025.1_ASM1452602v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02082820046149485,15724,754938
GCF_026572015.1_ASM2657201v1,GCF_000196215.1_ASM19621v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02111168622114319,15948,755411
GCF_026572015.1_ASM2657201v1,GCF_014525815.1_ASM1452581v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020813501966697866,15721,755327
GCF_026572015.1_ASM2657201v1,GCF_014525925.1_ASM1452592v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019579417846939236,14789,755334
GCF_026572015.1_ASM2657201v1,GCF_014525565.1_ASM1452556v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02084287616863878,15744,755366
GCF_026572015.1_ASM2657201v1,GCF_026572395.1_ASM2657239v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019045808073890766,14323,752029
GCF_026572015.1_ASM2657201v1,GCF_026572375.1_ASM2657237v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0195964487062558,14804,755443
GCF_026572015.1_ASM2657201v1,GCF_026572795.1_ASM2657279v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020126056154214082,15190,754743
GCF_026572015.1_ASM2657201v1,GCF_026572815.1_ASM2657281v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0195502451223627,14775,755745
GCF_026572015.1_ASM2657201v1,GCF_018831585.1_ASM1883158v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01960228739694069,14805,755269
GCF_026572015.1_ASM2657201v1,GCF_026572455.1_ASM2657245v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019676842126269713,14790,751645
GCF_026572015.1_ASM2657201v1,GCF_014525845.1_ASM1452584v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02081244163018208,15711,754885
GCF_026572015.1_ASM2657201v1,GCF_014525455.1_ASM1452545v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02081705621399722,15720,755150
GCF_026572015.1_ASM2657201v1,GCF_026572475.1_ASM2657247v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019604029048102982,14815,755712
GCF_026572015.1_ASM2657201v1,GCF_026572515.1_ASM2657251v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019635530807977,14712,749254
GCF_026572015.1_ASM2657201v1,GCF_026572855.1_ASM2657285v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02013135597150288,15194,754743
GCF_026572015.1_ASM2657201v1,GCF_014525705.1_ASM1452570v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020850477560750293,15709,753412
GCF_026572015.1_ASM2657201v1,GCF_026572675.1_ASM2657267v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019567055572978487,14787,755709
GCF_026572015.1_ASM2657201v1,GCF_014525935.1_ASM1452593v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019582907104924312,14798,755659
GCF_026572015.1_ASM2657201v1,GCF_014525685.1_ASM1452568v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020837580722457723,15740,755366
GCF_032609235.1_ASM3260923v1,GCF_014525755.1_ASM1452575v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02116890435935687,15964,754125
GCF_032609235.1_ASM3260923v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0212397847319115,15984,752550
GCF_032609235.1_ASM3260923v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0193098672572929,14333,742263
GCF_032609235.1_ASM3260923v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021210531614448382,16012,754908
GCF_032609235.1_ASM3260923v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021209700178469928,16008,754749
GCF_032609235.1_ASM3260923v1,GCF_014525805.2_ASM1452580v2,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118353322047459,15992,754926
GCF_032609235.1_ASM3260923v1,GCF_014526045.1_ASM1452604v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118874755109421,15996,754929
GCF_032609235.1_ASM3260923v1,GCF_014526005.1_ASM1452600v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02120727939500893,16007,754788
GCF_032609235.1_ASM3260923v1,GCF_026572535.1_ASM2657253v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019324590338369866,14529,751840
GCF_032609235.1_ASM3260923v1,GCF_026572835.1_ASM2657283v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019288296769173777,14527,753151
GCF_032609235.1_ASM3260923v1,GCF_014525525.1_ASM1452552v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021184829791489772,15993,754927
GCF_032609235.1_ASM3260923v1,GCF_014525715.1_ASM1452571v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021190072178973122,15997,754929
GCF_032609235.1_ASM3260923v1,GCF_014525535.1_ASM1452553v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118448670652589,15987,754656
GCF_032609235.1_ASM3260923v1,GCF_014525665.1_ASM1452566v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0211913795438072,15963,753278
GCF_032609235.1_ASM3260923v1,GCF_014526025.1_ASM1452602v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02119803208465429,15994,754504
GCF_032609235.1_ASM3260923v1,GCF_000196215.1_ASM19621v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021490806305912522,16225,754974
GCF_032609235.1_ASM3260923v1,GCF_014525815.1_ASM1452581v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118511041611197,15993,754917
GCF_032609235.1_ASM3260923v1,GCF_014525925.1_ASM1452592v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019966982269531735,15070,754746
GCF_032609235.1_ASM3260923v1,GCF_014525565.1_ASM1452556v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021220454292572046,16020,754932
GCF_032609235.1_ASM3260923v1,GCF_026572395.1_ASM2657239v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019332774428786247,14528,751470
GCF_032609235.1_ASM3260923v1,GCF_026572375.1_ASM2657237v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01997999615820257,15082,754855
GCF_032609235.1_ASM3260923v1,GCF_026572795.1_ASM2657279v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02049237386682012,15455,754183
GCF_032609235.1_ASM3260923v1,GCF_026572815.1_ASM2657281v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01993492743892992,15054,755157
GCF_032609235.1_ASM3260923v1,GCF_018831585.1_ASM1883158v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019984602765936867,15082,754681
GCF_032609235.1_ASM3260923v1,GCF_026572455.1_ASM2657245v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020062392068777735,15068,751057
GCF_032609235.1_ASM3260923v1,GCF_014525845.1_ASM1452584v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118635081543062,15984,754448
GCF_032609235.1_ASM3260923v1,GCF_014525455.1_ASM1452545v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02118564903823858,15989,754709
GCF_032609235.1_ASM3260923v1,GCF_026572475.1_ASM2657247v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01998612148468331,15092,755124
GCF_032609235.1_ASM3260923v1,GCF_026572515.1_ASM2657251v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020017550584819147,14987,748693
GCF_032609235.1_ASM3260923v1,GCF_026572855.1_ASM2657285v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020500329495626392,15461,754183
GCF_032609235.1_ASM3260923v1,GCF_014525705.1_ASM1452570v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021227711832218204,15984,752978
GCF_032609235.1_ASM3260923v1,GCF_026572675.1_ASM2657267v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019963687938754186,15075,755121
GCF_032609235.1_ASM3260923v1,GCF_014525935.1_ASM1452593v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01997163180681022,15080,755071
GCF_032609235.1_ASM3260923v1,GCF_014525685.1_ASM1452568v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02121383117949696,16015,754932
GCF_026572335.1_ASM2657233v1,GCF_014525755.1_ASM1452575v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021061055331642726,15896,754758
GCF_026572335.1_ASM2657233v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021125647601302044,15907,752971
GCF_026572335.1_ASM2657233v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019186383162090464,14248,742610
GCF_026572335.1_ASM2657233v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021083555753262158,15925,755328
GCF_026572335.1_ASM2657233v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021077457039303887,15917,755167
GCF_026572335.1_ASM2657233v1,GCF_014525805.2_ASM1452580v2,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021067891754488165,15913,755320
GCF_026572335.1_ASM2657233v1,GCF_014526045.1_ASM1452604v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02106449088961762,15911,755347
GCF_026572335.1_ASM2657233v1,GCF_014526005.1_ASM1452600v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02108158139005229,15921,755209
GCF_026572335.1_ASM2657233v1,GCF_026572535.1_ASM2657253v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01924521428846816,14476,752187
GCF_026572335.1_ASM2657233v1,GCF_026572835.1_ASM2657283v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01920376696421225,14470,753498
GCF_026572335.1_ASM2657233v1,GCF_014525525.1_ASM1452552v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02107037226310229,15915,755326
GCF_026572335.1_ASM2657233v1,GCF_014525715.1_ASM1452571v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021073020126408996,15917,755326
GCF_026572335.1_ASM2657233v1,GCF_014525535.1_ASM1452553v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021067966308205753,15908,755080
GCF_026572335.1_ASM2657233v1,GCF_014525665.1_ASM1452566v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021086938354828826,15897,753879
GCF_026572335.1_ASM2657233v1,GCF_014526025.1_ASM1452602v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021073700329305545,15909,754922
GCF_026572335.1_ASM2657233v1,GCF_000196215.1_ASM19621v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021366305045704564,16140,755395
GCF_026572335.1_ASM2657233v1,GCF_014525815.1_ASM1452581v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021067808076809524,15913,755323
GCF_026572335.1_ASM2657233v1,GCF_014525925.1_ASM1452592v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019783913056720503,14940,755159
GCF_026572335.1_ASM2657233v1,GCF_014525565.1_ASM1452556v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02108558946183888,15927,755350
GCF_026572335.1_ASM2657233v1,GCF_026572395.1_ASM2657239v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019257627632660552,14478,751806
GCF_026572335.1_ASM2657233v1,GCF_026572375.1_ASM2657237v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019797077309493514,14952,755263
GCF_026572335.1_ASM2657233v1,GCF_026572795.1_ASM2657279v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020272661129686984,15297,754563
GCF_026572335.1_ASM2657233v1,GCF_026572815.1_ASM2657281v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01974813550124741,14921,755565
GCF_026572335.1_ASM2657233v1,GCF_018831585.1_ASM1883158v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019801639276959406,14952,755089
GCF_026572335.1_ASM2657233v1,GCF_026572455.1_ASM2657245v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019858542979380278,14923,751465
GCF_026572335.1_ASM2657233v1,GCF_014525845.1_ASM1452584v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02106322943023302,15900,754870
GCF_026572335.1_ASM2657233v1,GCF_014525455.1_ASM1452545v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02107172889615764,15912,755135
GCF_026572335.1_ASM2657233v1,GCF_026572475.1_ASM2657247v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019805754310173677,14964,755538
GCF_026572335.1_ASM2657233v1,GCF_026572515.1_ASM2657251v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01984450134432646,14865,749074
GCF_026572335.1_ASM2657233v1,GCF_026572855.1_ASM2657285v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020277962211240147,15301,754563
GCF_026572335.1_ASM2657233v1,GCF_014525705.1_ASM1452570v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021093820514045736,15892,753396
GCF_026572335.1_ASM2657233v1,GCF_026572675.1_ASM2657267v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01976893011386724,14936,755529
GCF_026572335.1_ASM2657233v1,GCF_014525935.1_ASM1452593v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01978347511975846,14946,755479
GCF_026572335.1_ASM2657233v1,GCF_014525685.1_ASM1452568v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021084265572251275,15926,755350
GCF_040732965.1_ASM4073296v1,GCF_014525755.1_ASM1452575v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020956281181784664,15802,754046
GCF_040732965.1_ASM4073296v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021030388006937475,15824,752435
GCF_040732965.1_ASM4073296v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01902787177420007,14114,741754
GCF_040732965.1_ASM4073296v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02098449064653018,15829,754319
GCF_040732965.1_ASM4073296v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020980958947703406,15823,754160
GCF_040732965.1_ASM4073296v1,GCF_014525805.2_ASM1452580v2,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020964771918288563,15814,754313
GCF_040732965.1_ASM4073296v1,GCF_014526045.1_ASM1452604v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020957393217912346,15809,754340
GCF_040732965.1_ASM4073296v1,GCF_014526005.1_ASM1452600v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020983768274281955,15826,754202
GCF_040732965.1_ASM4073296v1,GCF_026572535.1_ASM2657253v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019050192258804707,14313,751331
GCF_040732965.1_ASM4073296v1,GCF_026572835.1_ASM2657283v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01902099537363049,14316,752642
GCF_040732965.1_ASM4073296v1,GCF_014525525.1_ASM1452552v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02096595865404246,15815,754318
GCF_040732965.1_ASM4073296v1,GCF_014525715.1_ASM1452571v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020969907956713274,15818,754319
GCF_040732965.1_ASM4073296v1,GCF_014525535.1_ASM1452553v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020967466014563577,15811,754073
GCF_040732965.1_ASM4073296v1,GCF_014525665.1_ASM1452566v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020973576774025553,15787,752709
GCF_040732965.1_ASM4073296v1,GCF_014526025.1_ASM1452602v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02098108943026885,15818,753917
GCF_040732965.1_ASM4073296v1,GCF_000196215.1_ASM19621v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021263593800537654,16041,754388
GCF_040732965.1_ASM4073296v1,GCF_014525815.1_ASM1452581v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020962370609197353,15812,754304
GCF_040732965.1_ASM4073296v1,GCF_014525925.1_ASM1452592v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0196272349925561,14805,754309
GCF_040732965.1_ASM4073296v1,GCF_014525565.1_ASM1452556v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02098647432268875,15831,754343
GCF_040732965.1_ASM4073296v1,GCF_026572395.1_ASM2657239v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019070459896238373,14321,750952
GCF_040732965.1_ASM4073296v1,GCF_026572375.1_ASM2657237v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01964170913886919,14818,754415
GCF_040732965.1_ASM4073296v1,GCF_026572795.1_ASM2657279v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02019206275075891,15219,753712
GCF_040732965.1_ASM4073296v1,GCF_026572815.1_ASM2657281v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01960867450978314,14799,754717
GCF_040732965.1_ASM4073296v1,GCF_018831585.1_ASM1883158v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01964756622883137,14819,754241
GCF_040732965.1_ASM4073296v1,GCF_026572455.1_ASM2657245v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019718366150648797,14801,750620
GCF_040732965.1_ASM4073296v1,GCF_014525845.1_ASM1452584v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02096554174350055,15815,754333
GCF_040732965.1_ASM4073296v1,GCF_014525455.1_ASM1452545v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020968616691883463,15813,754127
GCF_040732965.1_ASM4073296v1,GCF_026572475.1_ASM2657247v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019651699432749477,14831,754693
GCF_040732965.1_ASM4073296v1,GCF_026572515.1_ASM2657251v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019683813377989894,14728,748229
GCF_040732965.1_ASM4073296v1,GCF_026572855.1_ASM2657285v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02019869658437175,15224,753712
GCF_040732965.1_ASM4073296v1,GCF_014525705.1_ASM1452570v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020995788083026202,15797,752389
GCF_040732965.1_ASM4073296v1,GCF_026572675.1_ASM2657267v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0196214574576909,14808,754684
GCF_040732965.1_ASM4073296v1,GCF_014525935.1_ASM1452593v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019632111588312698,14815,754631
GCF_040732965.1_ASM4073296v1,GCF_014525685.1_ASM1452568v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02098647432268875,15831,754343
GCF_026642655.1_ASM2664265v1,GCF_014525755.1_ASM1452575v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02099829116073703,15827,753728
GCF_026642655.1_ASM2664265v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021071594761683174,15849,752150
GCF_026642655.1_ASM2664265v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019090308577899406,14161,741790
GCF_026642655.1_ASM2664265v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02103887566467155,15874,754508
GCF_026642655.1_ASM2664265v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021034030667502708,15867,754349
GCF_026642655.1_ASM2664265v1,GCF_014525805.2_ASM1452580v2,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021015269735281294,15856,754499
GCF_026642655.1_ASM2664265v1,GCF_014526045.1_ASM1452604v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02101443417019094,15856,754529
GCF_026642655.1_ASM2664265v1,GCF_014526005.1_ASM1452600v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021031534045342533,15866,754391
GCF_026642655.1_ASM2664265v1,GCF_026572535.1_ASM2657253v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019113163074769055,14361,751367
GCF_026642655.1_ASM2664265v1,GCF_026572835.1_ASM2657283v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019077214957790717,14359,752678
GCF_026642655.1_ASM2664265v1,GCF_014525525.1_ASM1452552v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02101645584383913,15857,754504
GCF_026642655.1_ASM2664265v1,GCF_014525715.1_ASM1452571v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021020404106003275,15860,754505
GCF_026642655.1_ASM2664265v1,GCF_014525535.1_ASM1452553v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021014001821655425,15850,754259
GCF_026642655.1_ASM2664265v1,GCF_014525665.1_ASM1452566v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021015859522354755,15822,752860
GCF_026642655.1_ASM2664265v1,GCF_014526025.1_ASM1452602v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0210315818507792,15860,754104
GCF_026642655.1_ASM2664265v1,GCF_000196215.1_ASM19621v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021316663441889067,16085,754574
GCF_026642655.1_ASM2664265v1,GCF_014525815.1_ASM1452581v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021015520417765644,15856,754490
GCF_026642655.1_ASM2664265v1,GCF_014525925.1_ASM1452592v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01967769520917992,14842,754255
GCF_026642655.1_ASM2664265v1,GCF_014525565.1_ASM1452556v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021044833088590013,15879,754532
GCF_026642655.1_ASM2664265v1,GCF_026572395.1_ASM2657239v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019112003557951195,14353,750994
GCF_026642655.1_ASM2664265v1,GCF_026572375.1_ASM2657237v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01969871308811131,14860,754364
GCF_026642655.1_ASM2664265v1,GCF_026572795.1_ASM2657279v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02025233152578444,15264,753691
GCF_026642655.1_ASM2664265v1,GCF_026572815.1_ASM2657281v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019651077430280415,14830,754666
GCF_026642655.1_ASM2664265v1,GCF_018831585.1_ASM1883158v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.0197059096514141,14862,754190
GCF_026642655.1_ASM2664265v1,GCF_026572455.1_ASM2657245v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01976505761644197,14835,750567
GCF_026642655.1_ASM2664265v1,GCF_014525845.1_ASM1452584v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02101325114581565,15845,754048
GCF_026642655.1_ASM2664265v1,GCF_014525455.1_ASM1452545v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021020451722295653,15856,754313
GCF_026642655.1_ASM2664265v1,GCF_026572475.1_ASM2657247v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019703617520039542,14869,754633
GCF_026642655.1_ASM2664265v1,GCF_026572515.1_ASM2657251v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01971998529755739,14754,748175
GCF_026642655.1_ASM2664265v1,GCF_026572855.1_ASM2657285v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.020260292347925077,15270,753691
GCF_026642655.1_ASM2664265v1,GCF_014525705.1_ASM1452570v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02104100837388284,15835,752578
GCF_026642655.1_ASM2664265v1,GCF_026572675.1_ASM2657267v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019667916727402833,14842,754630
GCF_026642655.1_ASM2664265v1,GCF_014525935.1_ASM1452593v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.01968512284979724,14854,754580
GCF_026642655.1_ASM2664265v1,GCF_014525685.1_ASM1452568v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021039531789241544,15875,754532
GCF_026643495.1_ASM2664349v1,GCF_014525755.1_ASM1452575v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021000437312880545,15607,743175
GCF_026643495.1_ASM2664349v1,GCF_014525785.1_ASM1452578v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021054249270016905,15618,741798
GCF_026643495.1_ASM2664349v1,GCF_026572415.1_ASM2657241v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.019197052904458164,14070,732925
GCF_026643495.1_ASM2664349v1,GCF_014525745.1_ASM1452574v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.021040009893590138,15652,743916
GCF_026643495.1_ASM2664349v1,GCF_003814425.1_ASM381442v1,Borreliella garinii vs Borreliella bavariensis,Inter-species,0.02103509614027162,15645,743757
