GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_040819585.1_PFhe_I_PB_Ill_cons|NZ_CP161907.1|length=31008
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_002995865.1_ASM299586v1|NZ_PHOD01000014.1|length=9183
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_002995935.1_ASM299593v1|NZ_PHOK01000015.1|length=7068
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_002996965.1_ASM299696v1|NZ_PHPM01000017.1|length=6407
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_002997145.1_ASM299714v1|NZ_PHQJ01000018.1|length=5508
GCF_032595755.1_ASM3259575v2|NZ_CP179430.1|length=110655	GCF_040790795.1_ASM4079079v1|NZ_CP161173.1|length=11448
GCF_032595755.1_ASM3259575v2|NZ_CP132444.1|length=51869	GCF_032595755.1_ASM3259575v2|NZ_CP132444.1|length=51869
GCF_032603535.1_ASM3260353v1|NZ_CP117887.1|length=901779	GCF_032603535.1_ASM3260353v1|NZ_CP117887.1|length=901779
GCF_032603535.1_ASM3260353v1|NZ_CP117890.1|length=28085	GCF_032603535.1_ASM3260353v1|NZ_CP117890.1|length=28085
GCF_032603535.1_ASM3260353v1|NZ_CP117890.1|length=28085	GCF_032604805.1_ASM3260480v1|NZ_CP117897.1|length=28075
GCF_032603535.1_ASM3260353v1|NZ_CP117888.1|length=27110	GCF_032603535.1_ASM3260353v1|NZ_CP117888.1|length=27110
GCF_032603535.1_ASM3260353v1|NZ_CP117888.1|length=27110	GCF_032604805.1_ASM3260480v1|NZ_CP117895.1|length=27110
GCF_032603535.1_ASM3260353v1|NZ_CP117892.1|length=32334	GCF_032603535.1_ASM3260353v1|NZ_CP117892.1|length=32334
GCF_032603535.1_ASM3260353v1|NZ_CP117892.1|length=32334	GCF_032604805.1_ASM3260480v1|NZ_CP117899.1|length=32099
GCF_032603535.1_ASM3260353v1|NZ_CP117892.1|length=32334	GCF_026643455.2_ASM2664345v2|NZ_CP119349.1|length=31997
GCF_032604805.1_ASM3260480v1|NZ_CP117894.1|length=901917	GCF_032604805.1_ASM3260480v1|NZ_CP117894.1|length=901917
GCF_032605755.1_ASM3260575v1|NZ_CP117902.1|length=903375	GCF_032605755.1_ASM3260575v1|NZ_CP117902.1|length=903375
GCF_032605755.1_ASM3260575v1|NZ_CP117904.1|length=17627	GCF_032605755.1_ASM3260575v1|NZ_CP117904.1|length=17627
GCF_032605755.1_ASM3260575v1|NZ_CP117905.1|length=25036	GCF_032605755.1_ASM3260575v1|NZ_CP117905.1|length=25036
GCF_032605755.1_ASM3260575v1|NZ_CP117903.1|length=27118	GCF_032605755.1_ASM3260575v1|NZ_CP117903.1|length=27118
GCF_032605755.1_ASM3260575v1|NZ_CP117906.1|length=31377	GCF_032605755.1_ASM3260575v1|NZ_CP117906.1|length=31377
GCF_032605755.1_ASM3260575v1|NZ_CP117907.1|length=22553	GCF_032605755.1_ASM3260575v1|NZ_CP117907.1|length=22553
GCF_032605755.1_ASM3260575v1|NZ_CP117908.1|length=57197	GCF_032605755.1_ASM3260575v1|NZ_CP117908.1|length=57197
GCF_032605755.1_ASM3260575v1|NZ_CP117908.1|length=57197	GCF_032604805.1_ASM3260480v1|NZ_CP117901.1|length=55700
GCF_032605755.1_ASM3260575v1|NZ_CP117908.1|length=57197	GCF_032603535.1_ASM3260353v1|NZ_CP117893.1|length=55632
GCF_032606795.1_ASM3260679v1|NZ_CP117909.1|length=900541	GCF_032606795.1_ASM3260679v1|NZ_CP117909.1|length=900541
GCF_032606795.1_ASM3260679v1|NZ_CP117910.1|length=9367	GCF_032606795.1_ASM3260679v1|NZ_CP117910.1|length=9367
GCF_032606795.1_ASM3260679v1|NZ_CP117912.1|length=20839	GCF_032606795.1_ASM3260679v1|NZ_CP117912.1|length=20839
GCF_032606795.1_ASM3260679v1|NZ_CP117913.1|length=23426	GCF_032606795.1_ASM3260679v1|NZ_CP117913.1|length=23426
GCF_032606795.1_ASM3260679v1|NZ_CP117914.1|length=17359	GCF_032606795.1_ASM3260679v1|NZ_CP117914.1|length=17359
GCF_032607615.1_ASM3260761v1|NZ_CP119358.1|length=901955	GCF_032607615.1_ASM3260761v1|NZ_CP119358.1|length=901955
GCF_032607615.1_ASM3260761v1|NZ_CP119361.1|length=24632	GCF_032607615.1_ASM3260761v1|NZ_CP119361.1|length=24632
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032606795.1_ASM3260679v1|NZ_CP117911.1|length=26994
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032608435.1_ASM3260843v1|NZ_CP119384.1|length=27082
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032609235.1_ASM3260923v1|NZ_CP118291.1|length=26994
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032610035.1_ASM3261003v1|NZ_CP118299.1|length=27071
GCF_032607615.1_ASM3260761v1|NZ_CP119359.1|length=27082	GCF_032610675.1_ASM3261067v1|NZ_CP119375.1|length=27082
GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687	GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687
GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687	GCF_032608435.1_ASM3260843v1|NZ_CP119388.1|length=41608
GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687	GCF_032609235.1_ASM3260923v1|NZ_CP118295.1|length=41603
GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687	GCF_032610675.1_ASM3261067v1|NZ_CP119379.1|length=41596
GCF_032607615.1_ASM3260761v1|NZ_CP119363.1|length=41687	GCF_032610035.1_ASM3261003v1|NZ_CP118303.1|length=41661
GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468	GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468
GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468	GCF_032608435.1_ASM3260843v1|NZ_CP119389.1|length=35471
GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468	GCF_032610035.1_ASM3261003v1|NZ_CP118304.1|length=35452
GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468	GCF_032609235.1_ASM3260923v1|NZ_CP118296.1|length=35470
GCF_032607615.1_ASM3260761v1|NZ_CP119364.1|length=35468	GCF_032610675.1_ASM3261067v1|NZ_CP119380.1|length=35406
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032608435.1_ASM3260843v1|NZ_CP119390.1|length=57034
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032609235.1_ASM3260923v1|NZ_CP118297.1|length=58117
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032610035.1_ASM3261003v1|NZ_CP118305.1|length=57049
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032610675.1_ASM3261067v1|NZ_CP119381.1|length=57991
GCF_032607615.1_ASM3260761v1|NZ_CP119365.1|length=58084	GCF_032606795.1_ASM3260679v1|NZ_CP117917.1|length=56902
GCF_032608435.1_ASM3260843v1|NZ_CP119383.1|length=902489	GCF_032608435.1_ASM3260843v1|NZ_CP119383.1|length=902489
GCF_032608435.1_ASM3260843v1|NZ_CP119386.1|length=22871	GCF_032608435.1_ASM3260843v1|NZ_CP119386.1|length=22871
GCF_032609235.1_ASM3260923v1|NZ_CP118290.1|length=903324	GCF_032609235.1_ASM3260923v1|NZ_CP118290.1|length=903324
GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051	GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051
GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051	GCF_032607615.1_ASM3260761v1|NZ_CP119360.1|length=21971
GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051	GCF_032608435.1_ASM3260843v1|NZ_CP119385.1|length=21962
GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051	GCF_032610035.1_ASM3261003v1|NZ_CP118300.1|length=22051
GCF_032609235.1_ASM3260923v1|NZ_CP118292.1|length=22051	GCF_032610675.1_ASM3261067v1|NZ_CP119376.1|length=22043
GCF_032609235.1_ASM3260923v1|NZ_CP118293.1|length=23533	GCF_032609235.1_ASM3260923v1|NZ_CP118293.1|length=23533
GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843	GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843
GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843	GCF_032607615.1_ASM3260761v1|NZ_CP119362.1|length=16880
GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843	GCF_032608435.1_ASM3260843v1|NZ_CP119387.1|length=17055
GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843	GCF_032610035.1_ASM3261003v1|NZ_CP118302.1|length=17083
GCF_032609235.1_ASM3260923v1|NZ_CP118294.1|length=17843	GCF_032610675.1_ASM3261067v1|NZ_CP119378.1|length=16544
GCF_032610035.1_ASM3261003v1|NZ_CP118298.1|length=902845	GCF_032610035.1_ASM3261003v1|NZ_CP118298.1|length=902845
GCF_032610035.1_ASM3261003v1|NZ_CP118301.1|length=23895	GCF_032610035.1_ASM3261003v1|NZ_CP118301.1|length=23895
GCF_032610675.1_ASM3261067v1|NZ_CP119374.1|length=903203	GCF_032610675.1_ASM3261067v1|NZ_CP119374.1|length=903203
GCF_032610675.1_ASM3261067v1|NZ_CP119377.1|length=22814	GCF_032610675.1_ASM3261067v1|NZ_CP119377.1|length=22814
GCF_035341875.1_ASM3534187v1|NZ_CP117839.1|length=903547	GCF_035341875.1_ASM3534187v1|NZ_CP117839.1|length=903547
GCF_035341875.1_ASM3534187v1|NZ_CP117845.1|length=37129	GCF_035341875.1_ASM3534187v1|NZ_CP117845.1|length=37129
GCF_035341875.1_ASM3534187v1|NZ_CP117847.1|length=64069	GCF_035341875.1_ASM3534187v1|NZ_CP117847.1|length=64069
GCF_035341875.1_ASM3534187v1|NZ_CP117843.1|length=27473	GCF_035341875.1_ASM3534187v1|NZ_CP117843.1|length=27473
GCF_035341875.1_ASM3534187v1|NZ_CP117844.1|length=31477	GCF_035341875.1_ASM3534187v1|NZ_CP117844.1|length=31477
GCF_035341875.1_ASM3534187v1|NZ_CP117842.1|length=29682	GCF_035341875.1_ASM3534187v1|NZ_CP117842.1|length=29682
GCF_035341875.1_ASM3534187v1|NZ_CP117841.1|length=16802	GCF_035341875.1_ASM3534187v1|NZ_CP117841.1|length=16802
GCF_035341875.1_ASM3534187v1|NZ_CP117846.1|length=55831	GCF_035341875.1_ASM3534187v1|NZ_CP117846.1|length=55831
GCF_040268345.1_ASM4026834v1|NZ_CP158509.1|length=906733	GCF_040268345.1_ASM4026834v1|NZ_CP158509.1|length=906733
GCF_040268345.1_ASM4026834v1|NZ_CP158509.1|length=906733	GCF_000021405.1_ASM2140v1|NC_011728.1|length=906707
GCF_040790685.1_ASM4079068v1|NZ_CP161017.1|length=903339	GCF_040790685.1_ASM4079068v1|NZ_CP161017.1|length=903339
GCF_040790685.1_ASM4079068v1|NZ_CP161020.1|length=31282	GCF_040790685.1_ASM4079068v1|NZ_CP161020.1|length=31282
GCF_040790685.1_ASM4079068v1|NZ_CP161020.1|length=31282	GCF_001900865.1_ASM190086v1|NZ_CP018275.1|length=7497
GCF_040790685.1_ASM4079068v1|NZ_CP161020.1|length=31282	GCF_001900865.1_ASM190086v1|NZ_CP018278.1|length=5088
GCF_040790685.1_ASM4079068v1|NZ_CP161020.1|length=31282	GCF_001900865.1_ASM190086v1|NZ_CP018272.1|length=9824
GCF_040790685.1_ASM4079068v1|NZ_CP161021.1|length=31222	GCF_040790685.1_ASM4079068v1|NZ_CP161021.1|length=31222
GCF_040790685.1_ASM4079068v1|NZ_CP161021.1|length=31222	GCF_001900865.1_ASM190086v1|NZ_CP018276.1|length=5655
GCF_040790685.1_ASM4079068v1|NZ_CP161021.1|length=31222	GCF_001900865.1_ASM190086v1|NZ_CP018273.1|length=9579
GCF_040790685.1_ASM4079068v1|NZ_CP161022.1|length=30769	GCF_040790685.1_ASM4079068v1|NZ_CP161022.1|length=30769
GCF_040790685.1_ASM4079068v1|NZ_CP161022.1|length=30769	GCF_001900865.1_ASM190086v1|NZ_CP018271.1|length=10696
GCF_040790685.1_ASM4079068v1|NZ_CP161029.1|length=8899	GCF_040790685.1_ASM4079068v1|NZ_CP161029.1|length=8899
GCF_040790685.1_ASM4079068v1|NZ_CP161024.1|length=27192	GCF_040790685.1_ASM4079068v1|NZ_CP161024.1|length=27192
GCF_040790685.1_ASM4079068v1|NZ_CP161024.1|length=27192	GCF_001900865.1_ASM190086v1|NZ_CP018265.1|length=27055
GCF_040790685.1_ASM4079068v1|NZ_CP161027.1|length=24709	GCF_040790685.1_ASM4079068v1|NZ_CP161027.1|length=24709
GCF_040790685.1_ASM4079068v1|NZ_CP161026.1|length=25887	GCF_040790685.1_ASM4079068v1|NZ_CP161026.1|length=25887
GCF_040790685.1_ASM4079068v1|NZ_CP161026.1|length=25887	GCF_001900865.1_ASM190086v1|NZ_CP018267.1|length=25591
GCF_040790685.1_ASM4079068v1|NZ_CP161023.1|length=30671	GCF_040790685.1_ASM4079068v1|NZ_CP161023.1|length=30671
GCF_040790685.1_ASM4079068v1|NZ_CP161023.1|length=30671	GCF_001900865.1_ASM190086v1|NZ_CP018264.1|length=28972
GCF_040790685.1_ASM4079068v1|NZ_CP161023.1|length=30671	GCF_000165595.2_ASM16559v2|NT_167350.1|length=8579
GCF_040790685.1_ASM4079068v1|NZ_CP161023.1|length=30671	GCF_000222835.1_ASM22283v1|NC_017236.1|length=20715
GCF_040790705.1_ASM4079070v1|NZ_CP161030.1|length=903064	GCF_040790705.1_ASM4079070v1|NZ_CP161030.1|length=903064
GCF_040790705.1_ASM4079070v1|NZ_CP161035.1|length=29563	GCF_040790705.1_ASM4079070v1|NZ_CP161035.1|length=29563
GCF_040790705.1_ASM4079070v1|NZ_CP161035.1|length=29563	GCF_001922545.1_ASM192254v1|NZ_CP018747.1|length=27673
GCF_040790705.1_ASM4079070v1|NZ_CP161038.1|length=25710	GCF_040790705.1_ASM4079070v1|NZ_CP161038.1|length=25710
GCF_040790705.1_ASM4079070v1|NZ_CP161038.1|length=25710	GCF_001922545.1_ASM192254v1|NZ_CP018752.1|length=20750
GCF_040790705.1_ASM4079070v1|NZ_CP161038.1|length=25710	GCF_003814405.1_ASM381440v1|NZ_CP028871.1|length=25672
GCF_040790715.1_ASM4079071v1|NZ_CP161144.1|length=908738	GCF_040790715.1_ASM4079071v1|NZ_CP161144.1|length=908738
GCF_040790715.1_ASM4079071v1|NZ_CP161144.1|length=908738	GCF_002996585.1_ASM299658v1|NZ_PHOL01000001.1|length=900013
GCF_040790715.1_ASM4079071v1|NZ_CP161154.1|length=26519	GCF_040790715.1_ASM4079071v1|NZ_CP161154.1|length=26519
GCF_040790715.1_ASM4079071v1|NZ_CP161146.1|length=30321	GCF_040790715.1_ASM4079071v1|NZ_CP161146.1|length=30321
GCF_040790715.1_ASM4079071v1|NZ_CP161146.1|length=30321	GCF_002996625.1_ASM299662v1|NZ_PHOO01000013.1|length=7821
GCF_040790715.1_ASM4079071v1|NZ_CP161148.1|length=30031	GCF_040790715.1_ASM4079071v1|NZ_CP161148.1|length=30031
GCF_040790715.1_ASM4079071v1|NZ_CP161148.1|length=30031	GCF_002997285.1_ASM299728v1|NZ_PHQO01000017.1|length=7142
GCF_040790715.1_ASM4079071v1|NZ_CP161152.1|length=27454	GCF_040790715.1_ASM4079071v1|NZ_CP161152.1|length=27454
GCF_040790715.1_ASM4079071v1|NZ_CP161152.1|length=27454	GCF_002995985.1_ASM299598v1|NZ_PHOW01000013.1|length=10642
GCF_040790715.1_ASM4079071v1|NZ_CP161152.1|length=27454	GCF_019464575.1_ASM1946457v1|NZ_CP074072.1|length=24387
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_002995885.1_ASM299588v1|NZ_PHOM01000015.1|length=6329
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_002995885.1_ASM299588v1|NZ_PHOM01000009.1|length=21314
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_002996585.1_ASM299658v1|NZ_PHOL01000019.1|length=6388
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_002996625.1_ASM299662v1|NZ_PHOO01000016.1|length=6480
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_002996625.1_ASM299662v1|NZ_PHOO01000008.1|length=21314
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_000166655.1_ASM16665v1|NC_017405.1|length=28797
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_000181555.2_ASM18155v2|NC_011874.1|length=28770
GCF_040790715.1_ASM4079071v1|NZ_CP161151.1|length=28813	GCF_030445065.1_ASM3044506v2|NZ_CP179364.1|length=28644
GCF_040790715.1_ASM4079071v1|NZ_CP161149.1|length=29966	GCF_040790715.1_ASM4079071v1|NZ_CP161149.1|length=29966
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002995885.1_ASM299588v1|NZ_PHOM01000011.1|length=11442
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002996125.1_ASM299612v1|NZ_PHPF01000011.1|length=10069
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002996585.1_ASM299658v1|NZ_PHOL01000011.1|length=11342
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_051054305.1_ASM5105430v1|NZ_CP147768.1|length=10220
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_040790735.1_ASM4079073v1|NZ_CP161066.1|length=27192
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002996475.1_ASM299647v1|NZ_PHOF01000008.1|length=10184
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002996625.1_ASM299662v1|NZ_PHOO01000010.1|length=10143
GCF_040790715.1_ASM4079071v1|NZ_CP161153.1|length=27233	GCF_002997285.1_ASM299728v1|NZ_PHQO01000011.1|length=10264
GCF_040790735.1_ASM4079073v1|NZ_CP161055.1|length=909471	GCF_040790735.1_ASM4079073v1|NZ_CP161055.1|length=909471
GCF_040790735.1_ASM4079073v1|NZ_CP161055.1|length=909471	GCF_000181555.2_ASM18155v2|NZ_ABCV02000001.1|length=908814
GCF_040790735.1_ASM4079073v1|NZ_CP161067.1|length=26522	GCF_040790735.1_ASM4079073v1|NZ_CP161067.1|length=26522
GCF_040790735.1_ASM4079073v1|NZ_CP161057.1|length=30951	GCF_040790735.1_ASM4079073v1|NZ_CP161057.1|length=30951
GCF_040790735.1_ASM4079073v1|NZ_CP161058.1|length=30841	GCF_040790735.1_ASM4079073v1|NZ_CP161058.1|length=30841
GCF_040790735.1_ASM4079073v1|NZ_CP161063.1|length=30035	GCF_040790735.1_ASM4079073v1|NZ_CP161063.1|length=30035
GCF_040790735.1_ASM4079073v1|NZ_CP161063.1|length=30035	GCF_000166655.1_ASM16665v1|NC_017408.1|length=26981
GCF_040790735.1_ASM4079073v1|NZ_CP161063.1|length=30035	GCF_051054485.1_ASM5105448v1|NZ_CP147293.1|length=29465
GCF_040790735.1_ASM4079073v1|NZ_CP161063.1|length=30035	GCF_002996865.1_ASM299686v1|NZ_PHPG01000019.1|length=6380
GCF_040790735.1_ASM4079073v1|NZ_CP161062.1|length=30064	GCF_040790735.1_ASM4079073v1|NZ_CP161062.1|length=30064
GCF_040790745.1_ASM4079074v1|NZ_CP161088.1|length=17483	GCF_040790745.1_ASM4079074v1|NZ_CP161088.1|length=17483
GCF_040790745.1_ASM4079074v1|NZ_CP161086.1|length=23907	GCF_040790745.1_ASM4079074v1|NZ_CP161086.1|length=23907
GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842	GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842
GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842	GCF_000166635.1_ASM16663v1|NC_017414.1|length=29194
GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842	GCF_002996245.1_ASM299624v1|NZ_PHPS01000010.1|length=21041
GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842	GCF_002996865.1_ASM299686v1|NZ_PHPG01000009.1|length=21048
GCF_040790745.1_ASM4079074v1|NZ_CP161077.1|length=30842	GCF_002996925.1_ASM299692v1|NZ_PHPP01000010.1|length=21040
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002996305.1_ASM299630v1|NZ_PHPZ01000013.1|length=8210
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002996345.1_ASM299634v1|NZ_PHQB01000010.1|length=8232
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002996365.1_ASM299636v1|NZ_PHQC01000014.1|length=8210
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002997045.1_ASM299704v1|NZ_PHPV01000013.1|length=8219
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002997105.1_ASM299710v1|NZ_PHPY01000015.1|length=8210
GCF_040790755.1_ASM4079075v1|NZ_CP161096.1|length=30221	GCF_002997165.1_ASM299716v1|NZ_PHQD01000012.1|length=13211
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000014.1|length=9036
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002996245.1_ASM299624v1|NZ_PHPS01000014.1|length=8184
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002996345.1_ASM299634v1|NZ_PHQB01000014.1|length=6899
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002996925.1_ASM299692v1|NZ_PHPP01000014.1|length=8112
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002997045.1_ASM299704v1|NZ_PHPV01000018.1|length=5482
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002997105.1_ASM299710v1|NZ_PHPY01000019.1|length=5482
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002997165.1_ASM299716v1|NZ_PHQD01000015.1|length=8146
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_000166635.1_ASM16663v1|NC_017424.1|length=30154
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_040790745.1_ASM4079074v1|NZ_CP161079.1|length=30154
GCF_040790755.1_ASM4079075v1|NZ_CP161097.1|length=30167	GCF_002996405.1_ASM299640v1|NZ_PHQH01000019.1|length=6328
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996305.1_ASM299630v1|NZ_PHPZ01000015.1|length=7079
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996345.1_ASM299634v1|NZ_PHQB01000012.1|length=7991
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996365.1_ASM299636v1|NZ_PHQC01000011.1|length=11500
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996365.1_ASM299636v1|NZ_PHQC01000016.1|length=7079
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996485.1_ASM299648v1|NZ_PHOG01000013.1|length=7711
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002996705.1_ASM299670v1|NZ_PHOU01000012.1|length=9281
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002997045.1_ASM299704v1|NZ_PHPV01000014.1|length=7454
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002997105.1_ASM299710v1|NZ_PHPY01000016.1|length=6959
GCF_040790755.1_ASM4079075v1|NZ_CP161095.1|length=30312	GCF_002997165.1_ASM299716v1|NZ_PHQD01000017.1|length=7456
GCF_040790755.1_ASM4079075v1|NZ_CP161099.1|length=29617	GCF_040790755.1_ASM4079075v1|NZ_CP161099.1|length=29617
GCF_040790755.1_ASM4079075v1|NZ_CP161099.1|length=29617	GCF_002995935.1_ASM299593v1|NZ_PHOK01000017.1|length=5385
GCF_040790755.1_ASM4079075v1|NZ_CP161099.1|length=29617	GCF_002997105.1_ASM299710v1|NZ_PHPY01000013.1|length=8583
GCF_040790755.1_ASM4079075v1|NZ_CP161099.1|length=29617	GCF_002996395.1_ASM299639v1|NZ_PHQF01000012.1|length=10713
GCF_040790755.1_ASM4079075v1|NZ_CP161094.1|length=30666	GCF_040790755.1_ASM4079075v1|NZ_CP161094.1|length=30666
GCF_040790755.1_ASM4079075v1|NZ_CP161094.1|length=30666	GCF_002997045.1_ASM299704v1|NZ_PHPV01000015.1|length=7373
GCF_040790755.1_ASM4079075v1|NZ_CP161094.1|length=30666	GCF_002997105.1_ASM299710v1|NZ_PHPY01000011.1|length=10465
GCF_040790755.1_ASM4079075v1|NZ_CP161094.1|length=30666	GCF_002997105.1_ASM299710v1|NZ_PHPY01000018.1|length=5932
GCF_040790755.1_ASM4079075v1|NZ_CP161100.1|length=29570	GCF_040790755.1_ASM4079075v1|NZ_CP161100.1|length=29570
GCF_040790755.1_ASM4079075v1|NZ_CP161100.1|length=29570	GCF_051054345.1_ASM5105434v1|NZ_CP147257.1|length=15832
GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949	GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949
GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000009.1|length=21266
GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949	GCF_002996305.1_ASM299630v1|NZ_PHPZ01000008.1|length=21119
GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949	GCF_002996345.1_ASM299634v1|NZ_PHQB01000007.1|length=21119
GCF_040790755.1_ASM4079075v1|NZ_CP161101.1|length=28949	GCF_002996365.1_ASM299636v1|NZ_PHQC01000017.1|length=5966
